191,12/16/2015,Amazon,"Amazon *Marketplce CA, ON, CAN",19.95,debit,Shopping,Tangerine Money-Back Credit Card,2
192,12/16/2015,Rooster,"ROOSTER COFFEE COMPANY, ON, CAN",1.5,debit,Restaurants,Tangerine Money-Back Credit Card,2
193,12/16/2015,Olly Fresco Can,"OLLY FRESCO'S, ON, CAN",1,debit,Uncategorized,Tangerine Money-Back Credit Card,2
194,12/15/2015,Olly Fresco Can,"OLLY FRESCO'S, ON, CAN",1.5,debit,Uncategorized,Tangerine Money-Back Credit Card,2
195,12/15/2015,Winners,"WINNERS 390, ON, CAN",39.54,debit,Clothing,Tangerine Money-Back Credit Card,2
196,12/15/2015,Second Cup,"SECOND CUP 9385, ON, CAN",2.1,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
197,12/14/2015,McDonald's,"MCDONALD'S #40568, ON, CAN",1.73,debit,Fast Food,Tangerine Money-Back Credit Card,2
198,12/14/2015,Amazon,"Amazon *Marketplce CA, ON, CAN",31.19,debit,Shopping,Tangerine Money-Back Credit Card,2
199,12/14/2015,Amazon,"Amazon.ca, ON, CAN",81.75,debit,Shopping,Tangerine Money-Back Credit Card,2
200,12/14/2015,Olly Fresco Can,"OLLY FRESCO'S, ON, CAN",1.5,debit,Uncategorized,Tangerine Money-Back Credit Card,2
201,12/13/2015,Soylent Ca Usa,"SOYLENT, CA, USA",300.66,debit,Uncategorized,Tangerine Money-Back Credit Card,2
202,12/13/2015,Wal-Mart,"WAL-MART #1139, ON, CAN",50.65,debit,Shopping,Tangerine Money-Back Credit Card,2
203,12/13/2015,McDonald's,"MCDONALD'S #8911 Q04, ON, CAN",1.71,debit,Fast Food,Tangerine Money-Back Credit Card,2
204,12/12/2015,Boston Pizza,"BOSTON PIZZA # 525, ON, CAN",28.44,debit,Restaurants,Tangerine Money-Back Credit Card,2
205,12/12/2015,Pho Hong Vietnamese,"PHO HONG VIETNAMESE NO, ON, CAN",10.55,debit,Restaurants,Tangerine Money-Back Credit Card,2
206,12/12/2015,Zipcar,"ZIPCAR CANADA INC, ON, CAN",21.62,debit,Rental Car & Taxi,Tangerine Money-Back Credit Card,2
207,12/12/2015,Shell,"SHELL, ON, CAN",32.25,debit,Gas & Fuel,Tangerine Money-Back Credit Card,2
208,12/12/2015,Canadian Tire,Bill Payment - CANADIAN TIRE MASBILLPO,20,debit,Credit Card Payment,Tangerine Chequing Account - where i keep my money,2
209,12/12/2015,Bank Paiement Ban,BANK PAYMENT/PAIEMENT BAN QUECredit,20,credit,Credit Card Payment,Options MasterCard,2
210,12/11/2015,Olly Fresco Can,"OLLY FRESCO'S, ON, CAN",1.5,debit,Uncategorized,Tangerine Money-Back Credit Card,2
211,12/11/2015,Tamarind Kitchencoqpsm Can,"TAMARIND KITCHENCOQPSM, ON, CAN",13.55,debit,Restaurants,Tangerine Money-Back Credit Card,2
212,12/10/2015,Transfer from Tangerine Chequing Account - where i keep my money,PAYMENT - THANK YOU,1150,credit,Credit Card Payment,Tangerine Money-Back Credit Card,2
213,12/10/2015,Mccool's,"FIONN MCCOOLS - FRONT, ON, CAN",11.03,debit,Restaurants,Tangerine Money-Back Credit Card,2
214,12/10/2015,Shoppers Drug Mart,"SHOPPERSDRUGMART0985, ON, CAN",6.19,debit,Pharmacy,Tangerine Money-Back Credit Card,2
215,12/10/2015,Mccool's,"FIONN MCCOOLS - FRONT, ON, CAN",9.35,debit,Restaurants,Tangerine Money-Back Credit Card,2
216,12/10/2015,Tim Horton's,"TIM HORTONS 3235 QTH, ON, CAN",6.17,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
217,12/10/2015,Mccool's,"FIONN MCCOOLS - FRONT, ON, CAN",8,debit,Restaurants,Tangerine Money-Back Credit Card,2
218,12/10/2015,Transfer from Tangerine Chequing Account - where i keep my money,Internet Deposit from TangerineCompleted transfer from Tangerine DDA account 4004114915 ~ Internet Deposit,100,credit,Transfer,Tangerine Savings Account,2
219,12/10/2015,Transfer to Tangerine Savings Account,Internet Withdrawal to TangerineCompleted transfer to Tangerine SAV account 3025132903 ~ Internet Withdrawal,100,debit,Transfer,Tangerine Chequing Account - where i keep my money,2
220,12/10/2015,Transfer to Tangerine Money-Back Credit Card,TNG Money-Back Credit Card paymeCredit Card Payment,1150,debit,Credit Card Payment,Tangerine Chequing Account - where i keep my money,2
221,12/10/2015,Eft Ped Holdings,EFT From PED HOLDINGS LI,672.67,credit,Income,Tangerine Chequing Account - where i keep my money,2
222,12/10/2015,Eft Ped Holdings,EFT From PED HOLDINGS LI,672.51,credit,Income,Tangerine Chequing Account - where i keep my money,2
223,12/09/2015,Winners,"WINNERS 390, ON, CAN",22.59,debit,Clothing,Tangerine Money-Back Credit Card,2
224,12/09/2015,Tim Horton's,"TIM HORTONS 3235 QTH, ON, CAN",4.96,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
225,12/08/2015,Amazon,"Amazon.ca, ON, CAN",60.36,debit,Shopping,Tangerine Money-Back Credit Card,2
226,12/08/2015,Rewards Redemption,Credit Card Rewards Redemption,28.35,credit,Credit Card Payment,Tangerine Savings Account,2
227,12/08/2015,Eft Goodlife Clubs,EFT To GOODLIFE CLUBS,33.9,debit,Gym,Tangerine Chequing Account - where i keep my money,2
228,12/07/2015,Fresh West Grill,"FRESH WEST GRILL - RBP, ON, CAN",11.2,debit,Restaurants,Tangerine Money-Back Credit Card,2
229,12/07/2015,Tim Horton's,"TIM HORTONS 3235 QTH, ON, CAN",4.58,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
230,12/07/2015,Tim Horton's,"TIM HORTONS 3235 QTH, ON, CAN",1.35,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
231,12/07/2015,Olly Fresco Can,"OLLY FRESCO'S, ON, CAN",3,debit,Uncategorized,Tangerine Money-Back Credit Card,2
232,12/07/2015,Fido,"FIDO *741344162, ON, CAN",68.71,debit,Mobile Phone,Tangerine Money-Back Credit Card,2
233,12/06/2015,Domino's Pizza,"DOMINOS PIZZA 10464, ON, CAN",16.27,debit,Fast Food,Tangerine Money-Back Credit Card,2
234,12/06/2015,Second Cup,"SECOND CUP 9385, ON, CAN",5.37,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
235,12/05/2015,Wal-Mart,"WAL-MART #1139, ON, CAN",21.76,debit,Shopping,Tangerine Money-Back Credit Card,2
236,12/05/2015,McDonald's,"MCDONALD'S #8911 Q04, ON, CAN",1.98,debit,Fast Food,Tangerine Money-Back Credit Card,2
237,12/05/2015,Fox & Firkin,"FOX AND FIRKIN, ON, CAN",26.1,debit,Alcohol & Bars,Tangerine Money-Back Credit Card,2
238,12/05/2015,Wal-Mart,"WAL-MART #1139, ON, CAN",1.89,debit,Shopping,Tangerine Money-Back Credit Card,2
239,12/05/2015,Zipcar,"ZIPCAR CANADA INC, ON, CAN",10.17,debit,Rental Car & Taxi,Tangerine Money-Back Credit Card,2
240,12/05/2015,Interest Purchases Fee,Interest - Purchases Fee,1.13,debit,Fees & Charges,Options MasterCard,2
241,12/04/2015,Pizza Pizza,"PIZZA PIZZA # 3, ON, CAN",5.85,debit,Fast Food,Tangerine Money-Back Credit Card,2
242,12/04/2015,Rose & Crown,"ROSE AND CROWN, ON, CAN",31.37,debit,Restaurants,Tangerine Money-Back Credit Card,2
243,12/03/2015,Tim Horton's,"TIM HORTONS 3235 QTH, ON, CAN",5.61,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
244,12/03/2015,Netflix,"NETFLIX.COM, ON, CAN",8.99,debit,Movies & DVDs,Tangerine Money-Back Credit Card,2
245,12/02/2015,Second Cup,"SECOND CUP 9385, ON, CAN",2.1,debit,Coffee Shops,Tangerine Money-Back Credit Card,2
246,12/01/2015,GoDaddy.com,"DNH*GODADDY.COM CAD, BC, CAN",1.24,debit,Business Services,Tangerine Money-Back Credit Card,2
247,12/01/2015,Promotional Bonus Interest,Promotional Bonus Interest,0.24,credit,Interest Income,Tangerine Savings Account,2
248,11/30/2015,Icejerseys,"IceJerseys, QC, CAN",24.36,debit,Clothing,Tangerine Money-Back Credit Card,2
249,11/30/2015,Shoppers Drug Mart,"SHOPPERSDRUGMART0985, ON, CAN",3.38,debit,Pharmacy,Tangerine Money-Back Credit Card,2
250,11/30/2015,Interest Paid,Interest Paid,0.12,credit,Interest Income,Tangerine Savings Account,2
